Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CHP7800 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1990; height=720; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]
Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)12.0.1; CPH3818 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1990; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)11.0.1; CPH3818 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=1080; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=1990; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)12.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1990; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)7.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1990; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CHP7800 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.5; width=1990; height=720; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.5; width=1990; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)12.0.1; CPH3818 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.5; width=1990; height=1080; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)9.0.1; CPH3818 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=1080; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)9.0.1; CPH3818 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1990; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)12.0.1; CPH3818 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1080; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CHP7800 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1990; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=1990; height=720; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)11.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.5; width=1990; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)7.0.1; CHP7800 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1080; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CPH3818 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=720; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CPH3818 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.5; width=1080; height=1080; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)9.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1990; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)13.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.5; width=1080; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)9.0.1; CPH3818 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.5; width=1080; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1990; height=1080; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.5; width=1080; height=720; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)11.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1080; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)13.0.1; CPH3818 Build/RKQ1.211103.002) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.5; width=720; height=1080; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CPH3818 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1080; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)7.0.1; CHP7800 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.5; width=1990; height=1080; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CPH3818 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=1080; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)8.0.1; CHP7800 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=720; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)13.0.1; CHP7800 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.5; width=1990; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)11.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=720; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)11.0.1; CHP7800 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=720; height=1080; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]
Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=1990; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)13.0.1; CPH3818 Build/SKQ1.210216.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1990; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)7.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1080; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=1080; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)7.0.1; CHP7800 Build/SP1A.210812.016) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.0; width=720; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=3.0; width=1080; height=2024; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CPH3818 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=2.5; width=1080; height=1990; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

Dalvik/2.1.0 (Linux; U; Android 13; Dalvik/2.1.0 (Linux; U; Android 5.0)10.0.1; CHP7800 Build/TP1A.220905.001) FB_IAB/FB4A; FBAV/268.1.0.54.121; FB_IAB/Orca-Android; FBAV/283.0.0.16.120; FBDM/density=1.0; width=1990; height=720; (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Mozilla/5.0 (Linux; Android 6.0.1; HTC6545LVW Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/283.0.0.16.120;]

